Niveau_0;Niveau_1;Niveau_2;Niveau_3;Niveau_4;Niveau_5;Niveau_6;Niveau_7;Niveau_8;Niveau_9;"Identifiant";"Type";"Microthésaurus";"Statut";"Définition";"Note d'application";"Synonymes";"Relatifs";"Fiches associées";
;;"Barre d'harmonie de violon";;;;;;;;"DESC142944";"NT";"";"Standard";"";"";"";"";"-1";
;"Batte";;;;;;;;;"DESC145785";"NT";"";"Standard";"";"";"";"";"-1";
;"Bec";;;;;;;;;"DESC149312";"NT";"";"Standard";"";"";"Mouthpiece";"";"-1";
;;"Bec de clarinette";;;;;;;;"DESC142702";"NT";"";"Standard";"";"";"";"";"-1";
;"Biseau";;;;;;;;;"DESC145786";"NT";"";"Standard";"";"";"Edge";"";"-1";
;"Bocal";;;;;;;;;"DESC992292";"NT";"";"Standard";"";"";"";"";"-1";
;"Bord";;;;;;;;;"DESC145788";"NT";"";"Standard";"";"";"Side";"";"-1";
;"Bouchon";;;;;;;;;"DESC145789";"NT";"";"Standard";"";"";"Cap";"";"-1";
;"Bourdon";;;;;;;;;"DESC145790";"NT";"";"Standard";"";"";"Drone string";"";"-1";
;"Bouton";;;;;;;;;"DESC143836";"NT";"";"Standard";"";"";"Endbutton";"";"-1";
;;"Bouton de violon";;;;;;;;"DESC143837";"NT";"";"Standard";"";"";"Violin endbutton;Violon (bouton)";"";"-1";
;"Boyau";;;;;;;;;"DESC145791";"NT";"";"Standard";"";"";"Gut";"";"-1";
;"Brague";;;;;;;;;"DESC145792";"NT";"";"Standard";"";"";"Braga";"";"-1";
;"Buffet d'orgue";;;;;;;;;"DESC145793";"NT";"";"Standard";"";"";"Organ case";"DESC146184";"-1";
;"Caisse";;;;;;;;;"DESC149368";"NT";"";"Standard";"";"";"Box;Soundbox";"";"-1";
;;"Caisse de clavecin";;;;;;;;"DESC149369";"NT";"";"Standard";"";"";"Clavecin (caisse);Harpsichord soundbox";"";"-1";
;;"Caisse de luth";;;;;;;;"DESC142683";"NT";"";"Standard";"";"";"Lute soundbox";"";"-1";
;;"Caisse de viole";;;;;;;;"DESC144020";"NT";"";"Standard";"";"";"Viol soundbox;Viole (caisse)";"";"-1";
;;"Caisse de violon";;;;;;;;"DESC142677";"NT";"";"Standard";"";"";"Violon (caisse);Violon soundbox";"";"-1";
;"Canne (instrument)";;;;;;;;;"DESC145796";"NT";"";"Standard";"";"";"Csakan;Stick";"";"-1";
;"Capuchon";;;;;;;;;"DESC145797";"NT";"";"Standard";"";"";"Cap";"";"-1";
;"Ceinture";;;;;;;;;"DESC143999";"NT";"";"Standard";"";"";"Belt";"";"-1";
;"Chalumeau de cornemuse";;;;;;;;;"DESC143860";"NT";"";"Standard";"";"";"Blowpipe;Tuyau de cornemuse";"";"-1";
;"Chalumeau de musette";;;;;;;;;"DESC146414";"NT";"";"Standard";"";"";"";"";"-1";
;"Chapiteau de clavecin";;;;;;;;;"DESC145799";"NT";"";"Standard";"";"";"Clavecin (chapiteau)";"";"-1";
;"Chevalet";;;;;;;;;"DESC142941";"NT";"";"Standard";"";"";"Bridge";"";"-1";
;;"Chevalet d'alto";;;;;;;;"DESC145627";"NT";"";"Standard";"";"";"Alto (chevalet);Viola bridge";"";"-1";
;;"Chevalet de violon";;;;;;;;"DESC142940";"NT";"";"Standard";"";"";"Violin bridge;Violon (chevalet)";"";"-1";
;;"Chevalet de violoncelle";;;;;;;;"DESC149391";"NT";"";"Standard";"";"";"Cello bridge;Violoncelle (chevalet)";"";"-1";
;"Chevillier";;;;;;;;;"DESC149401";"NT";"";"Standard";"";"";"Cheviller;Pegbox";"";"-1";
;;"Cheville";;;;;;;;"DESC137830";"NT";"";"Standard";"";"";"Peg;Wrest pin";"";"-1";
;;;"Cheville de luth";;;;;;;"DESC142469";"NT";"";"Standard";"";"";"Lute peg";"";"-1";
;;;"Cheville de violon";;;;;;;"DESC143978";"NT";"";"Standard";"";"";"Violin peg";"";"-1";
;"Choeurs (cordes)";;;;;;;;;"DESC155535";"NT";"";"Standard";"";"";"Choeurs;Courses";"";"-1";
;;"Choeurs (10)";;;;;;;;"DESC155536";"NT";"";"Standard";"";"";"10 choeurs;Courses (10);Dix choeurs";"";"-1";
;;"Choeurs (11)";;;;;;;;"DESC155537";"NT";"";"Standard";"";"";"11 choeurs;Courses (11);Onze choeurs";"";"-1";
;;"Choeurs (12)";;;;;;;;"DESC155538";"NT";"";"Standard";"";"";"12 choeurs;Courses (12);Douze choeurs";"";"-1";
;;"Choeurs (13)";;;;;;;;"DESC155539";"NT";"";"Standard";"";"";"13 choeurs;Courses (13);Treize choeurs";"";"-1";
;;"Choeurs (14)";;;;;;;;"DESC155540";"NT";"";"Standard";"";"";"14 choeurs;Courses (14);Quatorze choeurs";"";"-1";
;;"Choeurs (4)";;;;;;;;"DESC146137";"NT";"";"Standard";"";"";"4 choeurs;Courses (4)";"";"-1";
;;"Choeurs (5)";;;;;;;;"DESC155542";"NT";"";"Standard";"";"";"5 choeurs;Cinq choeurs;Courses (5)";"";"-1";
;;"Choeurs (6)";;;;;;;;"DESC155543";"NT";"";"Standard";"";"";"6 choeurs;Courses (6);Six choeurs";"";"-1";
;;"Choeurs (7)";;;;;;;;"DESC155544";"NT";"";"Standard";"";"";"7 choeurs;Courses (7);Sept choeurs";"";"-1";
;;"Choeurs (8)";;;;;;;;"DESC155545";"NT";"";"Standard";"";"";"8 choeurs;Courses (8)";"";"-1";
;;"Choeurs (9)";;;;;;;;"DESC141124";"NT";"";"Standard";"";"";"9 choeurs;Courses (9);Neuf choeurs";"";"-1";
;;"Choeurs doubles (5)";;;;;;;;"DESC146147";"NT";"";"Standard";"";"";"5 choeurs doubles;Double courses (5)";"";"-1";
;"Clavier (élément)";;;;;;;;;"DESC143990";"NT";"";"Standard";"";"";"Keyboard";"";"-1";
;;"Clavier (1)";;;;;;;;"DESC149410";"NT";"";"Standard";"";"";"1 clavier;Keyboard (1);Un clavier";"";"-1";
;;"Clavier de piano";;;;;;;;"DESC143989";"NT";"";"Standard";"";"";"Piano (clavier de);Pianoforte keyboard";"";"-1";
;;"Clavier de pianoforte";;;;;;;;"DESC149413";"NT";"";"Standard";"";"";"Pianoforte (clavier);Pianoforte keyboard";"";"-1";
;;"Claviers (2)";;;;;;;;"DESC149415";"NT";"";"Standard";"";"";"2 claviers;Deux claviers;Keyboard (2)";"";"-1";
;"Clé d'accord";;;;;;;;;"DESC145801";"NT";"";"Standard";"";"";"Clé d'accordage;Clef d'accord;Clef d'accordage;Tuning key";"";"-1";
;"Clef";;;;;;;;;"DESC149430";"NT";"";"Standard";"";"";"Clé;Clétage;Key";"";"-1";
;;"Clef (1)";;;;;;;;"DESC149432";"NT";"";"Standard";"";"";"1 clef;Key (1);Une clef";"";"-1";
;;"Clefs (10)";;;;;;;;"DESC149434";"NT";"";"Standard";"";"";"10 clefs;Dix clefs;Keys (10)";"";"-1";
;;"Clefs (12)";;;;;;;;"DESC149436";"NT";"";"Standard";"";"";"12 clefs;Douze clefs;Keys (12)";"";"-1";
;;"Clefs (13)";;;;;;;;"DESC149437";"NT";"";"Standard";"";"";"13 clefs;Keys (13);Treize clefs";"";"-1";
;;"Clefs (14)";;;;;;;;"DESC149438";"NT";"";"Standard";"";"";"14 clefs;Keys (14);Quatorze clefs";"";"-1";
;;"Clefs (17)";;;;;;;;"DESC149440";"NT";"";"Standard";"";"";"17 clefs;Dix-sept clefs;Keys (17)";"";"-1";
;;"Clefs (19)";;;;;;;;"DESC137179";"NT";"";"Standard";"";"";"19 clefs;Dix-neuf clefs;Keys (19)";"";"-1";
;;"Clefs (2)";;;;;;;;"DESC149441";"NT";"";"Standard";"";"";"2 clefs;Clés (2);Deux clefs;Keys (2)";"";"-1";
;;"Clefs (21)";;;;;;;;"DESC149442";"NT";"";"Standard";"";"";"21 clefs;Keys (21);Vingt-et-une clefs";"";"-1";
;;"Clefs (3)";;;;;;;;"DESC149444";"NT";"";"Standard";"";"";"3 clefs;Clés (3);Keys (3);Trois clefs";"";"-1";
;;"Clefs (4)";;;;;;;;"DESC149445";"NT";"";"Standard";"";"";"4 clefs;Clés (4);Keys (4);Quatre clefs";"";"-1";
;;"Clefs (5)";;;;;;;;"DESC149446";"NT";"";"Standard";"";"";"5 clefs;Cinq clefs;Keys (5)";"";"-1";
;;"Clefs (6)";;;;;;;;"DESC149447";"NT";"";"Standard";"";"";"6 clefs;Keys (6);Six clefs";"";"-1";
;;"Clefs (7)";;;;;;;;"DESC149448";"NT";"";"Standard";"";"";"7 clefs;Keys (7);Sept clefs";"";"-1";
;;"Clefs (8)";;;;;;;;"DESC149449";"NT";"";"Standard";"";"";"8 clefs;Huit clefs;Keys (8)";"";"-1";
;;"Clefs (9)";;;;;;;;"DESC149450";"NT";"";"Standard";"";"";"9 clefs;Keys (9);Neuf clefs";"";"-1";
;;"Système Albert";;;;;;;;"DESC147736";"NT";"";"Standard";"";"";"Albert system";"";"-1";
;;"Système Boehm";;;;;;;;"DESC149451";"NT";"";"Standard";"";"";"Boehm system;Système Böhm";"";"-1";
;;"Système Evette et Schaeffer";;;;;;;;"DESC149452";"NT";"";"Standard";"";"";"Evette and Schaeffer system";"";"-1";
;;"Système Marchi";;;;;;;;"DESC149453";"NT";"";"Standard";"";"";"Marchi system";"";"-1";
;;"Système Périnet";;;;;;;;"DESC139813";"NT";"";"Standard";"";"";"Perinet system";"";"-1";
;;"Système Pupeschi";;;;;;;;"DESC139033";"NT";"";"Standard";"";"";"Pupeschi system";"";"-1";
;;"Système Romero";;;;;;;;"DESC1082810";"NT";"";"Standard";"";"";"Romero System";"";"-1";
;;"Système Triébert";;;;;;;;"DESC149454";"NT";"";"Standard";"";"";"Triebert system";"";"-1";
;"Console";;;;;;;;;"DESC145803";"NT";"";"Standard";"";"";"";"";"-1";
;"Corde";;;;;;;;;"DESC149476";"NT";"";"Standard";"";"";"Cordage;String";"DESC148618";"-1";
;;"Corde (1)";;;;;;;;"DESC146098";"NT";"";"Standard";"";"";"1 corde;String (1)";"";"-1";
;;"Corde d'archicistre";;;;;;;;"DESC143183";"NT";"";"Standard";"";"";"Archcittern string";"";"-1";
;;"Corde de clavecin";;;;;;;;"DESC149477";"NT";"";"Standard";"";"";"Harpsichord string";"";"-1";
;;"Corde de contrebasse";;;;;;;;"DESC148114";"NT";"";"Standard";"";"";"Double bass string";"";"-1";
;;"Corde de guitare";;;;;;;;"DESC143196";"NT";"";"Standard";"";"";"Guitar string";"";"-1";
;;"Corde de harpe";;;;;;;;"DESC149478";"NT";"";"Standard";"";"";"Harp string";"";"-1";
;;"Corde de violon";;;;;;;;"DESC143179";"NT";"";"Standard";"";"";"Violin string";"";"-1";
;;"Corde de violoncelle";;;;;;;;"DESC149479";"NT";"";"Standard";"";"";"Cello string";"";"-1";
;;"Corde harmonique";;;;;;;;"DESC149480";"NT";"";"Standard";"";"";"Harmonic string";"";"-1";
;;"Corde métallique";;;;;;;;"DESC149481";"NT";"";"Standard";"";"";"Metal string";"";"-1";
;;"Corde vibrante";;;;;;;;"DESC138331";"NT";"";"Standard";"";"";"Vibrating string";"";"-1";
;;"Cordelette";;;;;;;;"DESC831703";"NT";"";"Standard";"";"";"";"";"-1";
;;"Cordes (10)";;;;;;;;"DESC149482";"NT";"";"Standard";"";"";"10 cordes;Dix cordes;Strings (10)";"";"-1";
;;"Cordes (12)";;;;;;;;"DESC149484";"NT";"";"Standard";"";"";"12 cordes;Douze cordes;Strings (12)";"";"-1";
;;"Cordes (2)";;;;;;;;"DESC149485";"NT";"";"Standard";"";"";"2 cordes;Deux cordes;Strings (2)";"";"-1";
;;"Cordes (3)";;;;;;;;"DESC146093";"NT";"";"Standard";"";"";"Strings (3);Trois cordes";"";"-1";
;;"Cordes (4)";;;;;;;;"DESC146152";"NT";"";"Standard";"";"";"Quatre cordes;Strings (4)";"";"-1";
;;"Cordes (5)";;;;;;;;"DESC149486";"NT";"";"Standard";"";"";"5 cordes;Cinq cordes;Strings (5)";"";"-1";
;;"Cordes (6)";;;;;;;;"DESC149487";"NT";"";"Standard";"";"";"Six cordes;Strings (6)";"";"-1";
;;"Cordes (7)";;;;;;;;"DESC149488";"NT";"";"Standard";"";"";"Sept cordes;Strings (7)";"";"-1";
;;"Cordes (8)";;;;;;;;"DESC138211";"NT";"";"Standard";"";"";"Huit cordes;Strings (8)";"";"-1";
;;"Cordes (9)";;;;;;;;"DESC138227";"NT";"";"Standard";"";"";"Neuf cordes;Strings (9)";"";"-1";
;;"Cordes sympathiques";;;;;;;;"DESC1099135";"NT";"";"Standard";"";"";"";"";"-1";
;"Cordier";;;;;;;;;"DESC142980";"NT";"";"Standard";"";"";"Tailpiece";"";"-1";
;;"Cordier de violon";;;;;;;;"DESC142984";"NT";"";"Standard";"";"";"Violin tailpiece;Violon (cordier)";"";"-1";
;;"Cordier de violoncelle";;;;;;;;"DESC142986";"NT";"";"Standard";"";"";"Cello tailpiece;Violoncelle (cordier)";"";"-1";
;"Corps (instrument)";;;;;;;;;"DESC142707";"NT";"";"Standard";"";"";"Body";"";"-1";
;;"Corps de clarinette";;;;;;;;"DESC142721";"NT";"";"Standard";"";"";"";"";"-1";
;;"Corps de flûte à bec";;;;;;;;"DESC142739";"NT";"";"Standard";"";"";"Flûte à bec (corps)";"";"-1";
;;"Corps de flûte traversière";;;;;;;;"DESC142750";"NT";"";"Standard";"";"";"Corps de flûte à embouchure latérale";"";"-1";
;;"Corps de hautbois";;;;;;;;"DESC142767";"NT";"";"Standard";"";"";"";"";"-1";
;"Corps de rechange";;;;;;;;;"DESC145804";"NT";"";"Standard";"";"";"Crook";"";"-1";
;"Coulisse";;;;;;;;;"DESC145805";"NT";"";"Standard";"";"";"Slide";"";"-1";
;"Couvercle";;;;;;;;;"DESC143362";"NT";"";"Standard";"";"";"Lid";"";"-1";
;;"Couvercle de clavecin";;;;;;;;"DESC143361";"NT";"";"Standard";"";"";"Clavecin (couvercle);Harpsichord lid";"";"-1";
;"Cuvette";;;;;;;;;"DESC145807";"NT";"";"Standard";"";"";"";"";"-1";
;"Cylindre";;;;;;;;;"DESC140520";"NT";"";"Standard";"";"";"Cylinder";"";"-1";
;"Eclisse";;;;;;;;;"DESC145808";"NT";"";"Standard";"";"";"Rib";"";"-1";
;;"Eclisse de violon";;;;;;;;"DESC1114695";"NT";"";"Standard";"";"";"Violin's rib";"";"-1";
;"Embouchure";;;;;;;;;"DESC143348";"NT";"";"Standard";"";"";"Mouthpiece";"";"-1";
;;"Embouchure de cor";;;;;;;;"DESC143351";"NT";"";"Standard";"";"";"Horn mouthpiece";"";"-1";
;;"Embouchure de cornet à bouquin";;;;;;;;"DESC600227";"NT";"";"Standard";"";"";"Cornett mouthpiece";"";"-1";
;;"Embouchure de cornet à pistons";;;;;;;;"DESC143347";"NT";"";"Standard";"";"";"Cornet mouthpiece";"";"-1";
;;"Embouchure de trompette";;;;;;;;"DESC143356";"NT";"";"Standard";"";"";"Trumpet mouthpiece";"";"-1";
;"Equerre";;;;;;;;;"DESC145809";"NT";"";"Standard";"";"";"Angle;Square";"";"-1";
;"Etouffoir";;;;;;;;;"DESC145810";"NT";"";"Standard";"";"";"Damper";"";"-1";
;"Ferrure";;;;;;;;;"DESC145811";"NT";"";"Standard";"";"";"Hinge";"";"-1";
;"Filet";;;;;;;;;"DESC940809";"NT";"";"Standard";"";"";"";"";"-1";
;"Fond";;;;;;;;;"DESC144005";"NT";"";"Standard";"";"";"Back";"";"-1";
;;"Fond de contrebasse";;;;;;;;"DESC144004";"NT";"";"Standard";"";"";"Contrebasse (fond);Double bass back";"";"-1";
;"Frette";;;;;;;;;"DESC145812";"NT";"";"Standard";"";"";"Fret";"";"-1";
;"Fût";;;;;;;;;"DESC145813";"NT";"";"Standard";"";"";"";"";"-1";
;"Genouillère";;;;;;;;;"DESC145814";"NT";"";"Standard";"";"";"Knee lever;Knee-lever";"";"-1";
;"Jeu d'orgue";;;;;;;;;"DESC145816";"NT";"";"Standard";"";"";"Reed pipe";"DESC146184";"-1";
;;"Tuyau d'orgue";;;;;;;;"DESC146751";"NT";"";"Standard";"";"";"Organ pipe";"";"-1";
;"Mailloche";;;;;;;;;"DESC145817";"NT";"";"Standard";"";"";"Bassdrum beater";"";"-1";
;"Manche";;;;;;;;;"DESC142932";"NT";"";"Standard";"";"";"Neck";"";"-1";
;;"Manche de basse de viole";;;;;;;;"DESC145608";"NT";"";"Standard";"";"";"Bass viol neck";"";"-1";
;;"Manche de pochette";;;;;;;;"DESC149652";"NT";"";"Standard";"";"";"Kit neck";"";"-1";
;;"Manche de viole";;;;;;;;"DESC142931";"NT";"";"Standard";"";"";"Viol neck";"";"-1";
;;"Manche de violon";;;;;;;;"DESC142936";"NT";"";"Standard";"";"";"Violin neck";"";"-1";
;;"Manche de violoncelle";;;;;;;;"DESC149654";"NT";"";"Standard";"";"";"Cello neck";"";"-1";
;"Marteau";;;;;;;;;"DESC145818";"NT";"";"Standard";"";"";"Hammer";"";"-1";
;"Mécanique d'instrument";;;;;;;;;"DESC149660";"NT";"";"Standard";"";"";"Mechanism";"";"-1";
;;"Mécanique de clavecin";;;;;;;;"DESC149661";"NT";"";"Standard";"";"";"Harpsichord mechanism";"";"-1";
;;"Mécanique de clavicorde";;;;;;;;"DESC149662";"NT";"";"Standard";"";"";"Clavichord mechanism";"";"-1";
;;"Mécanique de piano";;;;;;;;"DESC143982";"NT";"";"Standard";"";"";"Mécanique de pianoforte;Piano mechanism";"";"-1";
;;;"Prellmechanik";;;;;;;"DESC143983";"NT";"";"Standard";"";"";"Mécanique viennoise;Wienermechanik";"";"-1";
;;;"Prellzungenmechanik";;;;;;;"DESC1047488";"NT";"";"Standard";"";"";"PZM";"";"-1";
;;"Mécanique d'orgue";;;;;;;;"DESC919106";"NT";"";"Standard";"";"";"Organ mechanism";"";"-1";
;;"Mécanisme musical";;;;;;;;"DESC148001";"NT";"";"Standard";"";"";"";"DESC146734";"-1";
;"Membrane";;;;;;;;;"DESC145819";"NT";"";"Standard";"";"";"Skin";"DESC147576";"-1";
;"Ouïe";;;;;;;;;"DESC145820";"NT";"";"Standard";"";"";"Soundhole";"";"-1";
;"Pavillon";;;;;;;;;"DESC149678";"NT";"";"Standard";"";"";"";"";"-1";
;;"Pavillon de cornemuse";;;;;;;;"DESC142961";"NT";"";"Standard";"";"";"Bagpipe pavillon";"";"-1";
;;"Pavillon de hautbois d'amour";;;;;;;;"DESC142791";"NT";"";"Standard";"";"";"Oboe d'amore pavillon";"";"-1";
;;"Pavillon de trombone";;;;;;;;"DESC149681";"NT";"";"Standard";"";"";"";"";"-1";
;;"Pavillon de trompette";;;;;;;;"DESC146230";"NT";"";"Standard";"";"";"Trumpet pavillon";"";"-1";
;"Pédalier";;;;;;;;;"DESC142971";"NT";"";"Standard";"";"";"Pedal board";"";"-1";
;;"Pédale";;;;;;;;"DESC149684";"NT";"";"Standard";"";"";"Pedal";"";"-1";
;;"Pédalier de harpe";;;;;;;;"DESC1062677";"NT";"";"Standard";"";"";"Harp (pédalier);Harp pedal board";"";"-1";
;;"Pédalier de piano";;;;;;;;"DESC142975";"NT";"";"Standard";"";"";"Piano (pédalier);Piano pedal board";"";"-1";
;;"Pédalier de pianoforte";;;;;;;;"DESC149685";"NT";"";"Standard";"";"";"Pianoforte (pédalier);Pianoforte pedal board";"";"-1";
;;"Pédalier d'orgue";;;;;;;;"DESC142970";"NT";"";"Standard";"";"";"Organ pedal board;Orgue (pédalier)";"";"-1";
;"Perce";;;;;;;;;"DESC145821";"NT";"";"Standard";"";"";"Bore";"";"-1";
;"Pickguard";;;;;;;;;"DESC1132065";"NT";"";"Standard";"";"";"Scratchplate";"";"-1";
;"Pièce détachée";;;;;;;;;"DESC143027";"NT";"";"Standard";"";"";"Spare part";"";"-1";
;;"Piano (pièces détachées)";;;;;;;;"DESC143026";"NT";"";"Standard";"";"";"Pianoforte spare parts";"";"-1";
;"Pied";;;;;;;;;"DESC143797";"NT";"";"Standard";"";"";"";"";"-1";
;;"Pied de flûte traversière";;;;;;;;"DESC143799";"NT";"";"Standard";"";"";"Flûte traversière (pied);Pied de flûte à embouchure latérale";"";"-1";
;"Piètement";;;;;;;;;"DESC145823";"NT";"";"Standard";"";"";"Base";"";"-1";
;"Piston";;;;;;;;;"DESC149712";"NT";"";"Standard";"";"";"";"";"-1";
;;"Piston rotatif";;;;;;;;"DESC149713";"NT";"";"Standard";"";"";"Rotative piston";"";"-1";
;;"Pistons (2)";;;;;;;;"DESC149714";"NT";"";"Standard";"";"";"2 pistons;Deux pistons";"";"-1";
;;"Pistons (3)";;;;;;;;"DESC149715";"NT";"";"Standard";"";"";"3 pistons;Trois pistons";"";"-1";
;;"Pistons (5)";;;;;;;;"DESC149717";"NT";"";"Standard";"";"";"5 pistons";"";"-1";
;;"Pistons (6)";;;;;;;;"DESC149718";"NT";"";"Standard";"";"";"6 pistons;Six pistons";"";"-1";
;;"Système Arban";;;;;;;;"DESC149719";"NT";"";"Standard";"";"";"Arban system";"";"-1";
;"Plaque";;;;;;;;;"DESC145824";"NT";"";"Standard";"";"";"";"";"-1";
;"Pointe";;;;;;;;;"DESC145825";"NT";"";"Standard";"";"";"";"";"-1";
;"Porte-vent";;;;;;;;;"DESC745542";"NT";"";"Standard";"";"";"";"";"-1";
;"Portillon";;;;;;;;;"DESC145827";"NT";"";"Standard";"";"";"";"";"-1";
;"Registre";;;;;;;;;"DESC1085230";"NT";"";"Standard";"";"";"";"";"-1";
;"Ressort";;;;;;;;;"DESC145828";"NT";"";"Standard";"";"";"";"";"-1";
;"Rosace";;;;;;;;;"DESC145829";"NT";"";"Standard";"";"";"";"";"-1";
;"Rose";;;;;;;;;"DESC143240";"NT";"";"Standard";"";"";"";"";"-1";
;;"Rose de cistre";;;;;;;;"DESC143239";"NT";"";"Standard";"";"";"Cistre (rose)";"";"-1";
;;"Rose de clavecin";;;;;;;;"DESC143258";"NT";"";"Standard";"";"";"Clavecin (rose);Harpsichord rose";"";"-1";
;;"Rose de luth";;;;;;;;"DESC152578";"NT";"";"Standard";"";"";"Luth rose";"";"-1";
;;"Rose de virginale";;;;;;;;"DESC152582";"NT";"";"Standard";"";"";"Virginale (rose)";"";"-1";
;;"Rose d'épinette";;;;;;;;"DESC155588";"NT";"";"Standard";"";"";"";"";"-1";
;"Rouleau";;;;;;;;;"DESC145830";"NT";"";"Standard";"";"";"Roller";"";"-1";
;;"Rouleau de piano reproducteur";;;;;;;;"DESC151320";"NT";"";"Standard";"";"";"Piano reproducteur (piano)";"";"-1";
;"Sautereau";;;;;;;;;"DESC145831";"NT";"";"Standard";"";"";"Jack";"";"-1";
;"Sillet";;;;;;;;;"DESC145832";"NT";"";"Standard";"";"";"Nut;Saddle";"";"-1";
;"Socle";;;;;;;;;"DESC145833";"NT";"";"Standard";"";"";"";"";"-1";
;"Sommier";;;;;;;;;"DESC143995";"NT";"";"Standard";"";"";"Pin block;Wrest plank";"";"-1";
;;"Sommier d'harmonium";;;;;;;;"DESC143994";"NT";"";"Standard";"";"";"Harmonium (sommier);Harmonium pin block;Harmonium wrest plank";"";"-1";
;"Soufflerie";;;;;;;;;"DESC145834";"NT";"";"Standard";"";"";"Bellows";"";"-1";
;;"Soufflet";;;;;;;;"DESC143367";"NT";"";"Standard";"";"";"";"";"-1";
;;;"Soufflet de cornemuse";;;;;;;"DESC143366";"NT";"";"Standard";"";"";"Cornemuse (soufflet)";"";"-1";
;"Table d'harmonie";;;;;;;;;"DESC143106";"NT";"";"Standard";"";"";"Soundboard";"";"-1";
;;"Table d'harmonie de clavecin";;;;;;;;"DESC143105";"NT";"";"Standard";"";"";"Clavecin (table d'harmonie);Harpsichord soundboard";"";"-1";
;;"Table d'harmonie de pianoforte";;;;;;;;"DESC143302";"NT";"";"Standard";"";"";"Pianoforte (table d'harmonie);Pianoforte soundboard";"";"-1";
;"Tampon";;;;;;;;;"DESC145837";"NT";"";"Standard";"";"";"Pad";"";"-1";
;"Tasseau";;;;;;;;;"DESC148560";"NT";"";"Standard";"";"";"Block";"";"-1";
;"Tête (d'instrument)";;;;;;;;;"DESC149772";"NT";"";"Standard";"";"";"Instrument head";"";"-1";
;;"Tête de basse de viole";;;;;;;;"DESC145634";"NT";"";"Standard";"";"";"Bass viol head";"";"-1";
;;"Tête de flûte à bec";;;;;;;;"DESC142733";"NT";"";"Standard";"";"";"Flûte à bec (tête);Recorder head";"";"-1";
;;"Tête de flûte traversière";;;;;;;;"DESC144028";"NT";"";"Standard";"";"";"Flûte traversière (tête);Tête de flûte à embouchure latérale;Transverse flute head";"";"-1";
;;"Tête de viole";;;;;;;;"DESC144013";"NT";"";"Standard";"";"";"Viol head";"";"-1";
;"Tornavoz";;;;;;;;;"DESC1074103";"NT";"";"Standard";"";"";"";"";"-1";
;"Touche";;;;;;;;;"DESC149781";"NT";"";"Standard";"";"";"Fingerboard";"";"-1";
;;"Touche de clavier d'orgue";;;;;;;;"DESC142646";"NT";"";"Standard";"";"";"Organ key";"";"-1";
;;"Touche de piano";;;;;;;;"DESC149782";"NT";"";"Standard";"";"";"";"";"-1";
;;"Touche de violon";;;;;;;;"DESC142620";"NT";"";"Standard";"";"";"Violin fingerboard";"";"-1";
;;"Touche de violoncelle";;;;;;;;"DESC142641";"NT";"";"Standard";"";"";"Cello fingerboard";"";"-1";
;"Trou";;;;;;;;;"DESC145838";"NT";"";"Standard";"";"";"Hole;Tonehole";"";"-1";
;"Valve";;;;;;;;;"DESC145704";"NT";"";"Standard";"";"";"";"";"-1";
;"Verge (instrument)";;;;;;;;;"DESC145839";"NT";"";"Standard";"";"";"Switch;Twig brush";"";"-1";
;"Volute";;;;;;;;;"DESC145840";"NT";"";"Standard";"";"";"scroll";"";"-1";
;"Voûte";;;;;;;;;"VOUTE";"NT";"";"Standard";"";"";"Arching";"";"-1";
"Musique et ...";;;;;;;;;;"DESC911749";"MT";"";"Standard";"";"";"";"";"-1";
;"Musique et architecture";;;;;;;;;"DESC67412";"NT";"";"Standard";"";"";"";"";"-1";
;"Musique et arts";;;;;;;;;"DESC67437";"NT";"";"Standard";"";"";"Musique et peinture";"";"-1";
;"Musique et cinéma";;;;;;;;;"DESC67913";"NT";"";"Standard";"";"";"";"DESC67453";"-1";
;"Musique et culture";;;;;;;;;"DESC67904";"NT";"";"Standard";"";"";"";"";"-1";
;"Musique et histoire";;;;;;;;;"DESC796376";"NT";"";"Standard";"";"";"";"";"-1";
;"Musique et image";;;;;;;;;"DESC67202";"NT";"";"Standard";"";"";"";"";"-1";
;"Musique et langage";;;;;;;;;"DESC67898";"NT";"";"Standard";"";"";"Langage et musique";"";"-1";
;"Musique et littérature";;;;;;;;;"DESC68901";"NT";"";"Standard";"";"";"littérature et musique";"";"-1";
;;"Analyse comparée";;;;;;;;"DESC67463";"NT";"";"Standard";"";"";"";"";"-1";
;;"Texte-musique";;;;;;;;"DESC68098";"NT";"";"Standard";"";"";"";"";"-1";
;"Musique et mathématiques";;;;;;;;;"DESC67399";"NT";"";"Standard";"";"";"";"";"-1";
;"Musique et philosophie";;;;;;;;;"DESC67489";"NT";"";"Standard";"";"";"";"";"-1";
;"Musique et poésie";;;;;;;;;"DESC67804";"NT";"";"Standard";"";"";"";"DESC153947";"-1";
;;"Poésie sonore";;;;;;;;"DESC1001533";"NT";"";"Standard";"";"";"";"";"-1";
;"Musique et politique";;;;;;;;;"DESC67351";"NT";"";"Standard";"";"";"";"";"-1";
;"Musique et religion";;;;;;;;;"DESC67765";"NT";"";"Standard";"";"";"";"";"-1";
;"Musique et révolution";;;;;;;;;"DESC67373";"NT";"";"Standard";"";"";"";"";"-1";
;"Musique et société";;;;;;;;;"DESC68865";"NT";"";"Standard";"";"";"";"";"-1";
